 12Z 04 Nov 2015, 76225, 0.00, 0.00
 12Z 05 Nov 2015, 76225, 0.00, 0.00
 12Z 06 Nov 2015, 76225, 0.00, 0.00
 12Z 07 Nov 2015, 76225, 0.00, 0.00
 12Z 09 Nov 2015, 76225, 0.00, 0.00
 12Z 10 Nov 2015, 76225, 0.00, 0.00
 12Z 11 Nov 2015, 76225, 0.00, 0.00
 12Z 12 Nov 2015, 76225, 0.00, 0.00
 12Z 13 Nov 2015, 76225, 0.00, 0.00
 12Z 14 Nov 2015, 76225, 0.00, 0.00
 12Z 16 Nov 2015, 76225, 0.00, 0.00
 12Z 17 Nov 2015, 76225, 0.00, 0.00
 12Z 18 Nov 2015, 76225, 0.00, 0.00
 12Z 19 Nov 2015, 76225, 0.00, 0.00
 12Z 20 Nov 2015, 76225, 0.00, 0.00
 12Z 21 Nov 2015, 76225, 0.00, 0.00
 12Z 23 Nov 2015, 76225, 0.00, 0.00
 12Z 24 Nov 2015, 76225, 0.00, 0.00
 12Z 25 Nov 2015, 76225, 0.00, 0.00
 12Z 26 Nov 2015, 76225, 0.00, 0.00
 12Z 27 Nov 2015, 76225, 15.93, -220.16
 12Z 28 Nov 2015, 76225, 11.50, -180.43
 12Z 30 Nov 2015, 76225, 0.00, 0.00
 12Z 01 Dec 2015, 76225, 0.00, 0.00
 12Z 02 Dec 2015, 76225, 0.00, 0.00
 12Z 03 Dec 2015, 76225, 0.00, 0.00
 12Z 04 Dec 2015, 76225, 0.00, 0.00
 12Z 05 Dec 2015, 76225, 0.00, 0.00
 12Z 07 Dec 2015, 76225, 0.00, 0.00
 12Z 08 Dec 2015, 76225, 0.00, 0.00
 12Z 09 Dec 2015, 76225, 0.00, 0.00
 12Z 10 Dec 2015, 76225, 0.00, 0.00
 12Z 11 Dec 2015, 76225, 0.00, 0.00
 12Z 14 Dec 2015, 76225, 0.00, 0.00
 12Z 15 Dec 2015, 76225, 0.00, 0.00
 12Z 16 Dec 2015, 76225, 0.00, 0.00
 12Z 17 Dec 2015, 76225, 0.00, 0.00
 12Z 18 Dec 2015, 76225, 0.00, 0.00
 12Z 19 Dec 2015, 76225, 0.00, 0.00
 12Z 21 Dec 2015, 76225, 0.00, 0.00
 12Z 24 Dec 2015, 76225, 0.00, 0.00
 12Z 26 Dec 2015, 76225, 0.00, 0.00
 12Z 28 Dec 2015, 76225, 0.00, 0.00
 12Z 29 Dec 2015, 76225, 0.00, 0.00
 12Z 30 Dec 2015, 76225, 0.00, 0.00
 12Z 31 Dec 2015, 76225, 0.00, 0.00
