
             , Sta.Nu, Sh.in, Lif.in, LIFT, SWEAT, K index, Tot tot, 
00:00 08 Aug ,  76225,  -2.12,  -1.90,  -2.22,  221.19,  36.30,  53.40,  294.19,  -16.48
12:00 08 Aug ,  76225,  0.05,  0.09,  -0.09,  157.38,  31.30,  47.20,  0.26,  -334.82
12:00 09 Aug ,  76225,  -1.65,  -1.53,  -2.12,  199.40,  31.90,  47.40,  263.44,  -242.27
12:00 10 Aug ,  76225,  -0.83,  -0.88,  -1.18,  202.60,  32.30,  46.00,  181.15,  -196.45
00:00 11 Aug ,  76225,  -2.28,  -1.76,  -2.50,  238.79,  39.70,  52.60,  519.77,  -3.84
12:00 11 Aug ,  76225,  0.73,  0.57,  0.31,  162.41,  32.10,  45.80,  0.00,  -270.46
00:00 12 Aug ,  76225,  1.34,  0.80,  0.20,  137.58,  30.30,  47.00,  14.24,  -2.41
12:00 12 Aug ,  76225,  1.30,  1.41,  0.87,  156.01,  27.70,  45.40,  0.00,  0.00,  0.00,  279.99,  20.71
00:00 13 Aug ,  76225,  0.97,  0.44,  -0.15,  107.78,  30.30,  47.80,  44.09,  0.00
12:00 13 Aug ,  76225,  -0.20,  0.02,  -0.28,  173.79,  28.70,  47.60,  15.73,  -146.01
00:00 14 Aug ,  76225,  -1.72,  -2.10,  -2.49,  199.80,  37.30,  51.80,  349.45,  -1.06
12:00 14 Aug ,  76225,  1.92,  2.79,  2.35,  146.79,  31.90,  44.00,  0.00,  0.00,  0.00,  279.56,  27.55
00:00 15 Aug ,  76225,  -1.34,  -1.72,  -2.47,  210.01,  37.30,  51.60,  693.77,  0.00
12:00 15 Aug ,  76225,  -0.61,  -0.60,  -0.76,  172.38,  33.50,  48.60,  11.44,  -288.56
12:00 16 Aug ,  76225,  0.38,  -0.02,  -0.72,  190.21,  35.90,  45.60,  53.32,  -206.14
12:00 17 Aug ,  76225,  -1.35,  -1.37,  -1.58,  170.60,  33.70,  48.80,  45.20,  -262.83
00:00 18 Aug ,  76225,  -0.10,  -0.14,  -0.92,  152.98,  35.90,  48.80,  98.07,  -14.02
12:00 18 Aug ,  76225,  1.59,  1.37,  1.10,  154.79,  29.70,  44.60,  0.00,  0.00,  0.00,  279.44,  28.41
00:00 19 Aug ,  76225,  -3.45,  -3.04,  -3.31,  247.38,  37.90,  50.40,  304.04,  -208.83
12:00 19 Aug ,  76225,  1.37,  1.20,  1.15,  169.19,  28.70,  44.20,  0.00,  0.00,  0.00,  282.12,  30.65
00:00 20 Aug ,  76225,  -4.67,  -4.09,  -5.20,  331.19,  41.50,  54.80,  2410.08,  -19.49
12:00 20 Aug ,  76225,  1.15,  0.52,  -0.08,  182.80,  26.30,  44.80,  31.66,  -304.45
00:00 21 Aug ,  76225,  -1.72,  -1.81,  -2.49,  203.38,  35.70,  52.00,  423.63,  -8.03
12:00 21 Aug ,  76225,  0.00,  -0.22,  -0.46,  157.20,  32.70,  46.20,  26.27,  -308.68
00:00 22 Aug ,  76225,  -2.11,  -1.99,  -2.35,  203.40,  38.30,  51.20,  309.47,  -96.07
12:00 24 Aug ,  76225,  -1.49,  -1.67,  -2.25,  211.59,  37.20,  47.40,  254.85,  -130.04
12:00 25 Aug ,  76225,  -1.09,  -0.98,  -1.41,  179.40,  33.70,  48.00,  124.83,  -210.51
12:00 26 Aug ,  76225,  0.84,  0.58,  0.39,  177.00,  31.50,  45.00,  3.78,  -193.74
12:00 27 Aug ,  76225,  1.27,  1.74,  1.16,  164.79,  31.70,  44.60,  3.32,  -240.29
12:00 28 Aug ,  76225,  5.79,  5.82,  5.24,  118.98,  23.70,  37.40,  0.00,  0.00,  0.00,  277.36,  19.76
12:00 29 Aug ,  76225,  0.93,  0.59,  0.45,  153.40,  29.90,  45.40,  0.12,  -366.73
12:00 31 Aug ,  76225,  5.02,  4.57,  3.98,  97.00,  22.70,  39.40,  0.00,  0.00,  0.00,  276.48,  14.99

12:00 01 Sep ,  76225,  5.07,  5.13,  4.75,  56.98,  16.70,  40.40,  0.00,  0.00,  0.00,  271.46,  14.06
12:00 02 Sep ,  76225,  3.18,  3.19,  2.68,  107.19,  24.70,  43.20,  0.00,  0.00,  0.00,  274.96,  19.41
12:00 03 Sep ,  76225,  3.44,  3.82,  3.20,  134.60,  24.90,  41.20,  0.00,  0.00,  0.00,  279.35,  22.59
12:00 04 Sep ,  76225,  5.25,  4.87,  4.76,  139.58,  23.30,  37.00,  1.22,  -282.90
12:00 05 Sep ,  76225,  4.24,  3.99,  3.21,  163.20,  26.50,  37.80,  19.71,  -211.08
12:00 07 Sep ,  76225,  -0.52,  -0.11,  -0.50,  197.21,  35.50,  45.80,  30.50,  -252.54
00:00 08 Sep ,  76225,  -2.34,  -2.53,  -3.35,  228.60,  39.10,  52.60,  569.85,  -33.72
12:00 08 Sep ,  76225,  0.06,  -0.19,  -0.49,  177.60,  35.50,  45.40,  80.03,  -208.96
00:00 09 Sep ,  76225,  -3.64,  -3.44,  -3.93,  305.20,  41.10,  54.00,  662.89,  -61.40
12:00 09 Sep ,  76225,  -0.95,  -0.15,  -0.26,  214.18,  32.90,  45.60,  35.70,  -200.16
00:00 10 Sep ,  76225,  -1.92,  -0.87,  -1.20,  214.01,  40.10,  50.20,  367.94,  -3.47
12:00 10 Sep ,  76225,  -1.51,  -1.56,  -1.79,  215.00,  35.70,  46.20,  152.19,  -125.04
00:00 11 Sep ,  76225,  -2.68,  -2.72,  -3.09,  215.40,  43.10,  49.20,  969.30,  -11.12
12:00 11 Sep ,  76225,  1.74,  1.92,  1.82,  207.78,  33.80,  41.20,  0.00,  0.00,  0.00,  285.87,  35.80
00:00 12 Sep ,  76225,  -0.72,  -0.71,  -0.94,  177.80,  32.50,  48.20,  103.11,  -17.91
12:00 12 Sep ,  76225,  -0.93,  -0.35,  -0.58,  194.81,  32.70,  46.60,  100.03,  -68.61
12:00 13 Sep ,  76225,  3.38,  3.77,  3.38,  134.60,  23.10,  41.60,  0.00,  0.00,  0.00,  280.32,  17.78
12:00 14 Sep ,  76225,  2.97,  2.83,  2.26,  148.01,  27.70,  41.40,  14.26,  -135.56
00:00 15 Sep ,  76225,  -0.56,  -0.39,  -0.99,  159.00,  37.50,  49.00,  214.75,  -4.76
12:00 15 Sep ,  76225,  0.98,  0.57,  -0.07,  171.61,  34.90,  44.20,  33.62,  -133.15
00:00 16 Sep ,  76225,  -0.64,  -0.73,  -1.54,  160.17,  40.30,  48.40,  627.90,  -1.71
12:00 16 Sep ,  76225,  2.46,  2.97,  2.18,  195.59,  32.10,  40.60,  36.76,  -161.78
00:00 17 Sep ,  76225,  -0.98,  -0.94,  -1.78,  183.21,  37.30,  50.40,  289.60,  -14.53
12:00 17 Sep ,  76225,  1.69,  2.23,  1.50,  168.58,  31.10,  43.60,  0.00,  0.00,  0.00,  280.89,  24.19
00:00 18 Sep ,  76225,  -1.10,  -0.77,  -1.58,  191.61,  34.30,  51.00,  75.63,  -9.54
12:00 18 Sep ,  76225,  1.31,  0.96,  0.48,  161.80,  30.30,  43.80,  0.42,  -342.92
00:00 19 Sep ,  76225,  -0.21,  -0.30,  -0.93,  143.80,  33.30,  49.80,  69.02,  -12.91
12:00 19 Sep ,  76225,  -2.51,  -2.42,  -2.77,  219.59,  34.30,  52.00,  109.60,  -216.40
12:00 20 Sep ,  76225,  1.62,  1.50,  1.44,  214.78,  34.40,  40.90,  0.00,  0.00,  0.00,  287.19,  38.33
12:00 21 Sep ,  76225,  -0.58,  -0.19,  -0.60,  219.99,  33.00,  43.90,  89.87,  -65.64
00:00 22 Sep ,  76225,  -2.94,  -3.24,  -3.65,  237.03,  43.10,  48.20,  1404.88,  -47.38
12:00 22 Sep ,  76225,  5.64,  4.99,  4.95,  162.39,  26.10,  35.40,  0.00,  0.00,  0.00,  284.60,  27.86
00:00 23 Sep ,  76225,  -2.82,  -2.99,  -3.28,  254.21,  43.40,  50.80,  433.19,  -74.07
12:00 23 Sep ,  76225,  -2.03,  -1.34,  -2.06,  218.58,  38.20,  46.80,  425.72,  -108.98
00:00 24 Sep ,  76225,  -4.26,  -4.54,  -4.98,  316.19,  45.20,  54.20,  1404.33,  -7.22
12:00 24 Sep ,  76225,  -0.09,  -0.59,  -1.01,  170.78,  36.90,  45.80,  163.50,  -231.41
00:00 25 Sep ,  76225,  -5.16,  -4.17,  -4.63,  357.39,  38.90,  56.40,  896.91,  -17.34
12:00 25 Sep ,  76225,  2.72,  2.78,  2.24,  171.99,  31.40,  41.20,  0.00,  0.00,  0.00,  283.22,  24.22
00:00 26 Sep ,  76225,  1.91,  1.24,  0.77,  145.19,  35.70,  44.40,  65.39,  -7.36
12:00 26 Sep ,  76225,  5.50,  6.21,  5.68,  139.99,  29.10,  37.60,  0.00,  0.00,  0.00,  278.83,  19.39
12:00 27 Sep ,  76225,  4.02,  4.15,  3.66,  124.98,  25.10,  41.20,  0.00,  0.00,  0.00,  277.32,  16.62
12:00 28 Sep ,  76225,  5.79,  5.22,  4.80,  98.21,  19.50,  38.80,  0.00,  0.00,  0.00,  273.43,  17.91
12:00 29 Sep ,  76225,  5.29,  5.46,  5.09,  105.40,  22.10,  38.80,  0.00,  0.00,  0.00,  275.52,  19.05
00:00 30 Sep ,  76225,  1.36,  0.91,  0.20,  106.20,  28.10,  47.00,  50.20,  -0.02
12:00 30 Sep ,  76225,  7.14,  7.99,  7.74,  117.99,  20.90,  34.80,  0.00,  0.00,  0.00,  276.89,  19.36

12:00 01 Oct ,  76225,  6.20,  6.27,  5.95,  119.59,  20.70,  36.80,  0.00,  0.00,  0.00,  277.29,  18.25
00:00 02 Oct ,  76225,  2.60,  2.26,  1.55,  99.59,  28.50,  44.40,  0.00,  0.00,  0.00,  275.65,  18.28
12:00 02 Oct ,  76225,  4.84,  4.95,  4.36,  114.60,  24.50,  39.40,  0.00,  0.00,  0.00,  276.76,  18.29
00:00 03 Oct ,  76225,  -0.05,  -0.05,  -0.78,  127.40,  33.30,  49.20,  170.99,  -6.96
12:00 03 Oct ,  76225,  2.57,  2.19,  1.65,  108.39,  25.30,  44.20,  4.05,  -320.56
12:00 04 Oct ,  76225,  3.35,  3.12,  3.16,  162.40,  33.60,  41.20,  0.00,  0.00,  0.00,  281.52,  30.72
12:00 05 Oct ,  76225,  1.86,  1.75,  1.11,  198.99,  31.90,  41.70,  28.12,  -130.93
00:00 06 Oct ,  76225,  -3.13,  -2.83,  -3.61,  265.79,  37.10,  51.40,  1115.54,  -12.28
12:00 06 Oct ,  76225,  -0.36,  -0.23,  -0.86,  213.99,  36.80,  44.80,  548.63,  -43.88
12:00 07 Oct ,  76225,  1.51,  2.07,  1.46,  209.60,  28.40,  41.70,  91.89,  -9.31
00:00 08 Oct ,  76225,  0.83,  1.08,  0.50,  143.59,  30.70,  47.80,  206.81,  -0.03
12:00 08 Oct ,  76225,  -1.34,  -1.59,  -1.97,  184.98,  27.90,  50.40,  305.62,  -110.97
12:00 09 Oct ,  76225,  6.06,  5.06,  4.88,  115.20,  25.10,  39.80,  0.00,  0.00,  0.00,  278.14,  19.34
12:00 10 Oct ,  76225,  2.12,  1.74,  1.62,  165.99,  31.10,  42.60,  0.00,  0.00,  0.00,  284.47,  30.08
12:00 11 Oct ,  76225,  1.06,  1.24,  0.85,  187.21,  29.30,  43.20,  0.00,  0.00,  0.00,  285.05,  28.05
12:00 12 Oct ,  76225,  0.85,  1.07,  0.78,  173.61,  31.50,  44.40,  0.00,  0.00,  0.00,  283.40,  31.47
12:00 13 Oct ,  76225,  2.12,  3.21,  2.77,  159.00,  31.70,  42.40,  0.00,  0.00,  0.00,  281.61,  26.11
12:00 14 Oct ,  76225,  2.79,  3.12,  2.61,  141.00,  28.70,  42.40,  0.00,  0.00,  0.00,  279.58,  22.85
12:00 15 Oct ,  76225,  5.31,  5.19,  4.76,  96.80,  23.30,  38.80,  0.00,  0.00,  0.00,  276.91,  20.94
12:00 16 Oct ,  76225,  0.81,  1.46,  0.97,  152.18,  28.10,  46.00,  0.00,  0.00,  0.00,  280.34,  20.94
12:00 17 Oct ,  76225,  1.74,  1.64,  1.43,  120.78,  32.50,  45.20,  0.00,  0.00,  0.00,  281.05,  24.99
12:00 18 Oct ,  76225,  2.27,  2.05,  1.87,  157.38,  28.80,  44.00,  0.00,  0.00,  0.00,  282.48,  24.78
12:00 19 Oct ,  76225,  -1.81,  -1.02,  -1.54,  209.62,  34.50,  50.40,  163.91,  -206.02
12:00 20 Oct ,  76225,  0.11,  -0.06,  -0.55,  173.01,  28.10,  47.20,  133.89,  -159.99
12:00 21 Oct ,  76225,  4.01,  3.95,  3.59,  112.40,  4.10,  42.80,  0.00,  0.00,  0.00,  273.94,  10.75
12:00 22 Oct ,  76225,  6.33,  4.88,  4.41,  139.81,  22.10,  37.40,  0.00,  0.00,  0.00,  278.14,  13.00
12:00 23 Oct ,  76225,  7.11,  6.61,  6.28,  111.58,  -13.30,  36.80,  0.00,  0.00,  0.00,  275.96,  8.47
00:00 24 Oct ,  76225,  2.00,  2.06,  1.57,  111.41,  23.70,  46.00,  0.00,  0.00,  0.00,  274.11,  13.08
12:00 24 Oct ,  76225,  4.84,  3.52,  3.17,  96.98,  20.10,  41.20,  0.00,  0.00,  0.00,  277.94,  18.84
00:00 25 Oct ,  76225,  -1.32,  -1.53,  -1.98,  190.79,  35.50,  50.60,  124.06,  -5.91
12:00 25 Oct ,  76225,  8.76,  8.62,  8.27,  137.39,  24.30,  32.60,  0.00,  0.00,  0.00,  280.47,  16.67
12:00 26 Oct ,  76225,  12.19,  12.82,  12.59,  65.19,  18.20,  27.60,  0.00,  0.00,  0.00,  273.24,  11.53
12:00 27 Oct ,  76225,  5.35,  5.23,  4.94,  134.80,  24.50,  39.20,  0.00,  0.00,  0.00,  276.87,  15.75
00:00 28 Oct ,  76225,  4.07,  4.01,  3.42,  96.01,  26.30,  41.60,  0.68,  -67.40
12:00 28 Oct ,  76225,  8.50,  8.23,  7.92,  75.57,  18.90,  34.20,  0.00,  0.00,  0.00,  274.14,  14.05
12:00 29 Oct ,  76225,  4.85,  4.17,  3.98,  116.00,  23.90,  40.80,  0.00,  0.00,  0.00,  276.09,  16.46
12:00 30 Oct ,  76225,  2.83,  3.72,  3.31,  192.79,  25.50,  42.60,  33.72,  -45.41
12:00 31 Oct ,  76225,  3.58,  3.52,  3.50,  66.20,  25.80,  46.00,  0.00,  0.00,  0.00,  274.67,  14.43

12:00 02 Nov ,  76225,  20.16,  17.81,  17.59,  20.01,  -14.90,  13.00,  0.00,  0.00,  0.00,  268.65,  8.96
12:00 03 Nov ,  76225,  9.22,  8.16,  7.88,  30.98,  5.90,  33.80,  0.00,  0.00,  0.00,  268.26,  8.98
12:00 04 Nov ,  76225,  6.11,  5.52,  5.15,  126.59,  19.10,  38.60,  0.00,  0.00,  0.00,  276.55,  11.00
12:00 05 Nov ,  76225,  9.43,  11.71,  11.48,  138.10,  -11.10,  33.60,  0.00,  0.00,  0.00,  260.93,  3.47
12:00 06 Nov ,  76225,  11.06,  10.88,  10.66,  64.79,  7.50,  31.20,  0.00,  0.00,  0.00,  272.73,  10.13
12:00 07 Nov ,  76225,  8.62,  8.36,  8.19,  30.37,  -16.30,  36.00,  0.00,  0.00,  0.00,  269.74,  6.98
12:00 09 Nov ,  76225,  4.68,  4.57,  4.18,  158.19,  -9.60,  39.90,  0.00,  0.00,  0.00,  280.82,  11.37
12:00 10 Nov ,  76225,  10.10,  10.42,  10.27,  76.01,  13.30,  31.60,  0.00,  0.00,  0.00,  268.60,  13.22
12:00 11 Nov ,  76225,  8.59,  8.60,  8.50,  78.17,  -6.30,  34.20,  0.00,  0.00,  0.00,  270.85,  13.41
12:00 12 Nov ,  76225,  19.23,  19.54,  19.49,  47.98,  -9.10,  15.80,  0.00,  0.00,  0.00,  259.10,  5.65
12:00 13 Nov ,  76225,  15.80,  14.67,  14.62,  26.98,  -3.10,  22.40,  0.00,  0.00,  0.00,  264.23,  11.80
12:00 14 Nov ,  76225,  2.86,  2.10,  2.09,  144.19,  28.70,  44.20,  0.00,  0.00,  0.00,  279.54,  24.32
12:00 16 Nov ,  76225,  4.01,  4.12,  3.72,  174.39,  25.10,  40.80,  0.00,  0.00,  0.00,  278.35,  19.85
12:00 17 Nov ,  76225,  7.81,  8.69,  8.52,  81.97,  -11.50,  38.60,  0.00,  0.00,  0.00,  264.90,  3.40
12:00 18 Nov ,  76225,  18.63,  18.60,  18.58,  58.00,  -13.50,  17.00,  0.00,  0.00,  0.00,  258.45,  5.32
12:00 19 Nov ,  76225,  17.75,  17.24,  17.13,  10.98,  -7.90,  19.20,  0.00,  0.00,  0.00,  265.74,  7.47
12:00 20 Nov ,  76225,  17.60,  14.98,  14.83,  33.00,  -13.30,  19.60,  0.00,  0.00,  0.00,  263.35,  5.61
12:00 21 Nov ,  76225,  10.48,  11.28,  11.09,  29.00,  7.90,  32.00,  0.00,  0.00,  0.00,  266.74,  8.10
12:00 23 Nov ,  76225,  15.23,  14.77,  14.70,  23.00,  -2.30,  24.00,  0.00,  0.00,  0.00,  268.58,  10.68
12:00 24 Nov ,  76225,  9.31,  9.18,  8.93,  69.38,  -11.50,  33.60,  0.00,  0.00,  0.00,  272.12,  8.67
12:00 25 Nov ,  76225,  13.46,  12.08,  11.82,  38.00,  -7.10,  26.20,  0.00,  0.00,  0.00,  266.42,  8.74
12:00 26 Nov ,  76225,  1.98,  2.16,  2.15,  167.79,  31.00,  44.60,  0.00,  0.00,  0.00,  280.07,  27.10
12:00 27 Nov ,  76225,  0.18,  0.20,  0.10,  182.59,  33.00,  47.20,  15.93,  -220.16
12:00 28 Nov ,  76225,  -0.92,  -1.44,  -1.69,  207.39,  36.10,  48.10,  11.50,  -180.43
12:00 30 Nov ,  76225,  9.36,  9.72,  9.43,  126.58,  -15.50,  33.40,  0.00,  0.00,  0.00,  271.34,  7.28

12:00 01 Dec ,  76225,  10.13,  9.67,  9.71,  74.59,  -3.30,  33.80,  0.00,  0.00,  0.00,  272.27,  10.03
12:00 02 Dec ,  76225,  10.44,  11.86,  11.82,  49.98,  3.90,  34.20,  0.00,  0.00,  0.00,  266.29,  5.69
12:00 03 Dec ,  76225,  15.63,  16.02,  15.97,  25.99,  -21.70,  24.80,  0.00,  0.00,  0.00,  262.11,  3.74
12:00 04 Dec ,  76225,  12.38,  13.32,  13.20,  28.98,  -25.90,  29.60,  0.00,  0.00,  0.00,  266.68,  5.33
12:00 05 Dec ,  76225,  9.17,  9.08,  8.86,  52.79,  7.70,  34.60,  0.00,  0.00,  0.00,  271.77,  7.75
12:00 07 Dec ,  76225,  10.93,  11.58,  11.46,  7.98,  -19.30,  33.00,  0.00,  0.00,  0.00,  268.73,  6.18
12:00 08 Dec ,  76225,  7.16,  6.36,  6.17,  22.38,  14.90,  39.40,  0.00,  0.00,  0.00,  271.25,  12.83
12:00 09 Dec ,  76225,  10.46,  10.83,  10.62,  38.40,  1.30,  32.20,  0.00,  0.00,  0.00,  271.10,  7.77
12:00 10 Dec ,  76225,  10.92,  11.98,  11.77,  51.38,  0.90,  30.40,  0.00,  0.00,  0.00,  269.00,  8.39
12:00 11 Dec ,  76225,  20.93,  16.09,  15.97,  122.37,  -15.90,  13.00,  0.00,  0.00,  0.00,  263.79,  6.89
12:00 14 Dec ,  76225,  16.74,  14.34,  14.22,  58.00,  -12.30,  21.80,  0.00,  0.00,  0.00,  256.21,  3.89
12:00 15 Dec ,  76225,  12.88,  13.18,  13.09,  65.99,  -3.90,  27.40,  0.00,  0.00,  0.00,  258.98,  4.29
12:00 16 Dec ,  76225,  18.61,  17.72,  17.70,  69.99,  -1.70,  22.00,  0.00,  0.00,  0.00,  265.19,  6.13
12:00 17 Dec ,  76225,  15.07,  14.07,  14.02,  53.01,  -26.90,  27.00,  0.00,  0.00,  0.00,  262.88,  4.75
12:00 18 Dec ,  76225,  18.55,  18.04,  17.98,  16.98,  -20.90,  18.80,  0.00,  0.00,  0.00,  258.50,  3.54
12:00 19 Dec ,  76225,  17.25,  16.49,  16.37,  44.00,  -37.30,  19.80,  0.00,  0.00,  0.00,  259.98,  3.65
12:00 21 Dec ,  76225,  7.16,  6.67,  6.49,  36.99,  -10.90,  39.00,  0.00,  0.00,  0.00,  266.81,  5.48
12:00 24 Dec ,  76225,  11.93,  11.58,  11.53,  47.01,  0.50,  29.40,  0.00,  0.00,  0.00,  267.40,  8.97
12:00 26 Dec ,  76225,  7.76,  7.16,  7.09,  86.41,  -12.10,  37.40,  0.00,  0.00,  0.00,  269.40,  10.29
12:00 28 Dec ,  76225,  26.21,  25.83,  25.81,  63.00,  -17.50,  7.60,  0.00,  0.00,  0.00,  261.27,  5.62
12:00 29 Dec ,  76225,  17.05,  12.15,  12.06,  77.00,  -14.30,  24.60,  0.00,  0.00,  0.00,  264.73,  4.65
12:00 30 Dec ,  76225,  18.69,  18.63,  18.59,  54.00,  -27.70,  20.60,  0.00,  0.00,  0.00,  265.50,  5.45
12:00 31 Dec ,  76225,  10.81,  9.75,  9.84,  37.98,  -10.50,  34.20,  0.00, 0.00,  0.00,  268.18,  10.59
