anio,mes,dia,hora(utc),altura(mm)
2016,2,17,15,356 
2016,2,17,16,276 
2016,2,17,17,175 
2016,2,17,18,65 
2016,2,17,19,-42 
2016,2,17,20,-132 
2016,2,17,21,-189 
2016,2,17,22,-200 
2016,2,17,23,-159 
2016,2,18,0,-64 
2016,2,18,1,71 
2016,2,18,2,221 
2016,2,18,3,360 
2016,2,18,4,473 
2016,2,18,5,554 
2016,2,18,6,604 
2016,2,18,7,625 
2016,2,18,8,619 
2016,2,18,9,594 
2016,2,18,10,557 
2016,2,18,11,517 
2016,2,18,12,485 
2016,2,18,13,464 
2016,2,18,14,447 
2016,2,18,15,413 
2016,2,18,16,347 
2016,2,18,17,246 
2016,2,18,18,125 
2016,2,18,19,4 
2016,2,18,20,-101 
2016,2,18,21,-173 
2016,2,18,22,-202 
2016,2,18,23,-185 
2016,2,19,0,-120 
2016,2,19,1,-11 
2016,2,19,2,131 
2016,2,19,3,281 
2016,2,19,4,411 
2016,2,19,5,505 
2016,2,19,6,562 
2016,2,19,7,590 
2016,2,19,8,598 
2016,2,19,9,591 
2016,2,19,10,574 
2016,2,19,11,549 
2016,2,19,12,520 
2016,2,19,13,494 
2016,2,19,14,477 
2016,2,19,15,457 
2016,2,19,16,413 
2016,2,19,17,327 
2016,2,19,18,205 
2016,2,19,19,71 
2016,2,19,20,-49 
2016,2,19,21,-137 
2016,2,19,22,-181 
2016,2,19,23,-179 
2016,2,20,0,-136 
2016,2,20,1,-55 
2016,2,20,2,63 
2016,2,20,3,205 
2016,2,20,4,344 
2016,2,20,5,451 
2016,2,20,6,515 
2016,2,20,7,543 
2016,2,20,8,553 
2016,2,20,9,554 
2016,2,20,10,554 
2016,2,20,11,549 
2016,2,20,12,537 
2016,2,20,13,516 
2016,2,20,14,497 
2016,2,20,15,482 
2016,2,20,16,456 
2016,2,20,17,396 
2016,2,20,18,290 
2016,2,20,19,156 
2016,2,20,20,24 
2016,2,20,21,-80 
2016,2,20,22,-141 
2016,2,20,23,-152 
2016,2,21,0,-121 
2016,2,21,1,-59 
2016,2,21,2,30 
2016,2,21,3,149 
2016,2,21,4,282 
2016,2,21,5,398 
2016,2,21,6,472 
2016,2,21,7,502 
2016,2,21,8,505 
2016,2,21,9,503 
2016,2,21,10,506 
2016,2,21,11,515 
2016,2,21,12,522 
2016,2,21,13,518 
2016,2,21,14,504 
2016,2,21,15,488 
2016,2,21,16,471 
2016,2,21,17,435 
2016,2,21,18,359 
2016,2,21,19,243 
2016,2,21,20,111 
2016,2,21,21,-4 
2016,2,21,22,-80 
2016,2,21,23,-107 
2016,2,22,0,-87 
2016,2,22,1,-35 
2016,2,22,2,35 
2016,2,22,3,126 
2016,2,22,4,237 
2016,2,22,5,350 
2016,2,22,6,432 
2016,2,22,7,468 
2016,2,22,8,468 
2016,2,22,9,455 
2016,2,22,10,450 
2016,2,22,11,459 
2016,2,22,12,477 
2016,2,22,13,493 
2016,2,22,14,493 
2016,2,22,15,479 
2016,2,22,16,463 
2016,2,22,17,441 
2016,2,22,18,394 
2016,2,22,19,309 
2016,2,22,20,196 
2016,2,22,21,83 
2016,2,22,22,-2 
2016,2,22,23,-43 
2016,2,23,0,-37 
2016,2,23,1,7 
2016,2,23,2,67 
2016,2,23,3,137 
2016,2,23,4,221 
2016,2,23,5,315 
2016,2,23,6,397 
2016,2,23,7,440 
2016,2,23,8,441 
2016,2,23,9,420 
2016,2,23,10,400 
2016,2,23,11,398 
2016,2,23,12,414 
2016,2,23,13,441 
2016,2,23,14,459 
2016,2,23,15,457 
2016,2,23,16,442 
2016,2,23,17,422 
2016,2,23,18,394 
2016,2,23,19,341 
2016,2,23,20,259 
2016,2,23,21,164 
2016,2,23,22,82 
2016,2,23,23,34 
2016,2,24,0,27 
2016,2,24,1,61 
2016,2,24,2,116 
2016,2,24,3,175 
2016,2,24,4,236 
2016,2,24,5,304 
2016,2,24,6,372 
2016,2,24,7,416 
2016,2,24,8,422 
2016,2,24,9,397 
2016,2,24,10,365 
2016,2,24,11,345 
2016,2,24,12,349 
2016,2,24,13,374 
2016,2,24,14,404 
2016,2,24,15,419 
2016,2,24,16,411 
2016,2,24,17,391 
2016,2,24,18,370 
2016,2,24,19,339 
2016,2,24,20,289 
2016,2,24,21,223 
2016,2,24,22,158 
2016,2,24,23,112 
2016,2,25,0,99 
2016,2,25,1,122 
2016,2,25,2,171 
2016,2,25,3,226 
2016,2,25,4,275 
2016,2,25,5,320 
2016,2,25,6,367 
2016,2,25,7,402 
2016,2,25,8,409 
2016,2,25,9,386 
2016,2,25,10,346 
2016,2,25,11,310 
2016,2,25,12,294 
2016,2,25,13,305 
2016,2,25,14,335 
2016,2,25,15,362 
2016,2,25,16,367 
2016,2,25,17,352 
2016,2,25,18,332 
2016,2,25,19,312 
2016,2,25,20,287 
2016,2,25,21,251 
2016,2,25,22,211 
2016,2,25,23,180 
2016,2,26,0,169 
2016,2,26,1,186 
2016,2,26,2,227 
2016,2,26,3,280 
2016,2,26,4,325 
2016,2,26,5,357 
2016,2,26,6,382 
2016,2,26,7,403 
2016,2,26,8,407 
2016,2,26,9,386 
2016,2,26,10,343 
2016,2,26,11,295 
2016,2,26,12,259 
2016,2,26,13,248 
2016,2,26,14,264 
2016,2,26,15,293 
2016,2,26,16,310 
2016,2,26,17,304 
2016,2,26,18,286 
2016,2,26,19,270 
2016,2,26,20,260 
2016,2,26,21,250 
2016,2,26,22,237 
2016,2,26,23,228 
2016,2,27,0,229 
2016,2,27,1,246 
2016,2,27,2,281 
2016,2,27,3,330 
2016,2,27,4,374 
2016,2,27,5,402 
2016,2,27,6,414 
2016,2,27,7,419 
2016,2,27,8,416 
2016,2,27,9,396 
2016,2,27,10,355 
2016,2,27,11,302 
2016,2,27,12,250 
2016,2,27,13,216 
2016,2,27,14,209 
2016,2,27,15,224 
2016,2,27,16,242 
2016,2,27,17,245 
2016,2,27,18,231 
2016,2,27,19,218 
2016,2,27,20,215 
2016,2,27,21,223 
2016,2,27,22,234 
2016,2,27,23,249 
2016,2,28,0,269 
2016,2,28,1,295 
2016,2,28,2,331 
2016,2,28,3,375 
2016,2,28,4,419 
2016,2,28,5,446 
2016,2,28,6,452 
2016,2,28,7,445 
2016,2,28,8,434 
2016,2,28,9,414 
2016,2,28,10,379 
2016,2,28,11,326 
2016,2,28,12,267 
2016,2,28,13,215 
2016,2,28,14,181 
2016,2,28,15,172 
2016,2,28,16,176 
2016,2,28,17,179 
2016,2,28,18,170 
2016,2,28,19,157 
2016,2,28,20,157 
2016,2,28,21,175 
2016,2,28,22,206 
2016,2,28,23,244 
2016,2,29,0,286 
2016,2,29,1,329 
2016,2,29,2,372 
2016,2,29,3,416 
2016,2,29,4,458 
2016,2,29,5,486 
2016,2,29,6,491 
2016,2,29,7,477 
2016,2,29,8,457 
2016,2,29,9,436 
2016,2,29,10,407 
2016,2,29,11,362 
2016,2,29,12,304 
2016,2,29,13,242 
2016,2,29,14,187 
2016,2,29,15,149 
2016,2,29,16,129 
2016,2,29,17,118 
2016,2,29,18,105 
2016,2,29,19,92 
2016,2,29,20,90 
2016,2,29,21,111 
2016,2,29,22,155 
2016,2,29,23,213 
2016,3,1,0,277 
2016,3,1,1,340 
2016,3,1,2,397 
2016,3,1,3,448 
2016,3,1,4,491 
2016,3,1,5,520 
2016,3,1,6,527 
2016,3,1,7,513 
2016,3,1,8,486 
2016,3,1,9,459 
2016,3,1,10,434 
2016,3,1,11,401 
2016,3,1,12,353 
2016,3,1,13,291 
2016,3,1,14,224 
2016,3,1,15,161 
2016,3,1,16,111 
2016,3,1,17,75 
2016,3,1,18,48 
2016,3,1,19,28 
2016,3,1,20,22 
2016,3,1,21,39 
2016,3,1,22,87 
2016,3,1,23,159 
2016,3,2,0,243 
2016,3,2,1,327 
2016,3,2,2,403 
2016,3,2,3,467 
2016,3,2,4,516 
2016,3,2,5,547 
2016,3,2,6,558 
2016,3,2,7,547 
2016,3,2,8,519 
2016,3,2,9,487 
2016,3,2,10,461 
2016,3,2,11,436 
2016,3,2,12,402 
2016,3,2,13,351 
2016,3,2,14,284 
2016,3,2,15,206 
2016,3,2,16,128 
2016,3,2,17,60 
2016,3,2,18,8 
2016,3,2,19,-27 
2016,3,2,20,-43 
2016,3,2,21,-32 
2016,3,2,22,11 
2016,3,2,23,87 
2016,3,3,0,185 
2016,3,3,1,290 
2016,3,3,2,387 
2016,3,3,3,468 
2016,3,3,4,527 
2016,3,3,5,564 
2016,3,3,6,578 
2016,3,3,7,572 
2016,3,3,8,548 
2016,3,3,9,518 
2016,3,3,10,489 
2016,3,3,11,468 
2016,3,3,12,447 
2016,3,3,13,414 
2016,3,3,14,359 
2016,3,3,15,280 
2016,3,3,16,184 
2016,3,3,17,85 
2016,3,3,18,-2 
2016,3,3,19,-64 
2016,3,3,20,-96 
2016,3,3,21,-96 
2016,3,3,22,-62 
2016,3,3,23,9 
2016,3,4,0,111 
2016,3,4,1,230 
2016,3,4,2,348 
2016,3,4,3,449 
2016,3,4,4,523 
2016,3,4,5,566 
2016,3,4,6,584 
2016,3,4,7,580 
2016,3,4,8,563 
2016,3,4,9,539 
2016,3,4,10,514 
2016,3,4,11,496 
2016,3,4,12,483 
2016,3,4,13,468 
2016,3,4,14,435 
2016,3,4,15,372 
2016,3,4,16,274 
2016,3,4,17,153 
2016,3,4,18,32 
2016,3,4,19,-66 
2016,3,4,20,-127 
2016,3,4,21,-146 
2016,3,4,22,-124 
2016,3,4,23,-63 
2016,3,5,0,32 
2016,3,5,1,155 
2016,3,5,2,288 
2016,3,5,3,411 
2016,3,5,4,504 
2016,3,5,5,557 
2016,3,5,6,575 
2016,3,5,7,571 
2016,3,5,8,555 
2016,3,5,9,537 
2016,3,5,10,520 
2016,3,5,11,509 
2016,3,5,12,504 
2016,3,5,13,503 
2016,3,5,14,495 
2016,3,5,15,461 
2016,3,5,16,384 
2016,3,5,17,263 
2016,3,5,18,117 
2016,3,5,19,-19 
2016,3,5,20,-118 
2016,3,5,21,-167 
2016,3,5,22,-165 
2016,3,5,23,-118 
2016,3,6,0,-35 
2016,3,6,1,78 
2016,3,6,2,214 
2016,3,6,3,353 
2016,3,6,4,469 
2016,3,6,5,539 
2016,3,6,6,561 
2016,3,6,7,550 
2016,3,6,8,527 
2016,3,6,9,507 
2016,3,6,10,494 
2016,3,6,11,492 
2016,3,6,12,496 
2016,3,6,13,506 
2016,3,6,14,519 
2016,3,6,15,519 
2016,3,6,16,483 
2016,3,6,17,390 
2016,3,6,18,247 
2016,3,6,19,86 
2016,3,6,20,-51 
2016,3,6,21,-139 
2016,3,6,22,-169 
2016,3,6,23,-144 
2016,3,7,0,-77 
2016,3,7,1,20 
2016,3,7,2,143 
2016,3,7,3,283 
2016,3,7,4,417 
2016,3,7,5,511 
2016,3,7,6,547 
2016,3,7,7,532 
2016,3,7,8,495 
2016,3,7,9,460 
2016,3,7,10,440 
2016,3,7,11,437 
2016,3,7,12,449 
2016,3,7,13,468 
2016,3,7,14,494 
2016,3,7,15,521 
2016,3,7,16,530 
2016,3,7,17,491 
2016,3,7,18,386 
2016,3,7,19,232 
2016,3,7,20,74 
2016,3,7,21,-50 
2016,3,7,22,-116 
2016,3,7,23,-123 
2016,3,8,0,-80 
2016,3,8,1,-3 
2016,3,8,2,96 
2016,3,8,3,219 
2016,3,8,4,354 
2016,3,8,5,469 
2016,3,8,6,529 
2016,3,8,7,523 
2016,3,8,8,474 
2016,3,8,9,417 
2016,3,8,10,376 
2016,3,8,11,359 
2016,3,8,12,366 
2016,3,8,13,389 
2016,3,8,14,421 
2016,3,8,15,459 
2016,3,8,16,500 
2016,3,8,17,518 
2016,3,8,18,480 
2016,3,8,19,375 
2016,3,8,20,230 
2016,3,8,21,92 
2016,3,8,22,-4 
2016,3,8,23,-44 
2016,3,9,0,-31 
2016,3,9,1,22 
2016,3,9,2,95 
2016,3,9,3,186 
2016,3,9,4,297 
2016,3,9,5,414 
2016,3,9,6,498 
2016,3,9,7,515 
2016,3,9,8,471 
2016,3,9,9,398 
2016,3,9,10,330 
2016,3,9,11,287 
2016,3,9,12,273 
2016,3,9,13,286 
2016,3,9,14,314 
2016,3,9,15,350 
2016,3,9,16,398 
2016,3,9,17,452 
2016,3,9,18,481 
2016,3,9,19,453 
2016,3,9,20,364 
2016,3,9,21,247 
2016,3,9,22,146 
2016,3,9,23,85 
2016,3,10,0,72 
2016,3,10,1,99 
2016,3,10,2,147 
2016,3,10,3,205 
2016,3,10,4,276 
2016,3,10,5,365 
2016,3,10,6,452 
2016,3,10,7,496 
2016,3,10,8,474 
2016,3,10,9,403 
2016,3,10,10,316 
2016,3,10,11,244 
2016,3,10,12,201 
2016,3,10,13,190 
2016,3,10,14,202 
2016,3,10,15,225 
2016,3,10,16,260 
2016,3,10,17,315 
2016,3,10,18,381 
2016,3,10,19,425 
2016,3,10,20,417 
2016,3,10,21,360 
2016,3,10,22,287 
2016,3,10,23,231 
2016,3,11,0,208 
2016,3,11,1,217 
2016,3,11,2,246 
2016,3,11,3,279 
2016,3,11,4,310 
2016,3,11,5,352 
2016,3,11,6,410 
2016,3,11,7,460 
2016,3,11,8,465 
2016,3,11,9,415 
2016,3,11,10,330 
2016,3,11,11,241 
2016,3,11,12,171 
2016,3,11,13,131 
2016,3,11,14,118 
2016,3,11,15,121 
2016,3,11,16,132 
2016,3,11,17,160 
2016,3,11,18,220 
2016,3,11,19,298 
2016,3,11,20,361 
2016,3,11,21,382 
2016,3,11,22,369 
2016,3,11,23,346 
2016,3,12,0,337 
2016,3,12,1,346 
2016,3,12,2,368 
2016,3,12,3,388 
2016,3,12,4,396 
2016,3,12,5,394 
2016,3,12,6,402 
2016,3,12,7,425 
2016,3,12,8,439 
2016,3,12,9,416 
2016,3,12,10,351 
2016,3,12,11,264 
2016,3,12,12,182 
2016,3,12,13,120 
2016,3,12,14,82 
2016,3,12,15,61 
2016,3,12,16,47 
2016,3,12,17,42 
2016,3,12,18,64 
2016,3,12,19,129 
2016,3,12,20,220 
2016,3,12,21,303 
2016,3,12,22,359 
2016,3,12,23,391 
2016,3,13,0,415 
2016,3,13,1,444 
2016,3,13,2,476 
2016,3,13,3,500 
2016,3,13,4,504 
2016,3,13,5,481 
2016,3,13,6,445 
2016,3,13,7,422 
2016,3,13,8,414 
2016,3,13,9,401 
2016,3,13,10,362 
2016,3,13,11,295 
2016,3,13,12,217 
2016,3,13,13,145 
2016,3,13,14,91 
2016,3,13,15,51 
2016,3,13,16,16 
2016,3,13,17,-16 
2016,3,13,18,-35 
2016,3,13,19,-14 
2016,3,13,20,56 
2016,3,13,21,159 
2016,3,13,22,263 
2016,3,13,23,351 
2016,3,14,0,421 
2016,3,14,1,482 
2016,3,14,2,536 
2016,3,14,3,579 
2016,3,14,4,596 
2016,3,14,5,577 
2016,3,14,6,525 
2016,3,14,7,463 
2016,3,14,8,416 
2016,3,14,9,387 
2016,3,14,10,360 
2016,3,14,11,317 
2016,3,14,12,257 
2016,3,14,13,191 
2016,3,14,14,131 
2016,3,14,15,80 
2016,3,14,16,32 
2016,3,14,17,-19 
2016,3,14,18,-66 
2016,3,14,19,-90 
2016,3,14,20,-66 
2016,3,14,21,12 
2016,3,14,22,125 
2016,3,14,23,247 
2016,3,15,0,358 
2016,3,15,1,454 
2016,3,15,2,535 
2016,3,15,3,601 
2016,3,15,4,642 
2016,3,15,5,645 
2016,3,15,6,604 
2016,3,15,7,532 
2016,3,15,8,455 
2016,3,15,9,398 
2016,3,15,10,360 
2016,3,15,11,329 
2016,3,15,12,291 
2016,3,15,13,241 
2016,3,15,14,185 
2016,3,15,15,130 
2016,3,15,16,74 
2016,3,15,17,15 
2016,3,15,18,-47 
2016,3,15,19,-99 
2016,3,15,20,-118 
2016,3,15,21,-85 
2016,3,15,22,1 
2016,3,15,23,123 
2016,3,16,0,255 
2016,3,16,1,378 
2016,3,16,2,483 
2016,3,16,3,568 
2016,3,16,4,631 
2016,3,16,5,659 
2016,3,16,6,644 
2016,3,16,7,589 
2016,3,16,8,510 
2016,3,16,9,434 
2016,3,16,10,379 
2016,3,16,11,344 
2016,3,16,12,318 
2016,3,16,13,287 
2016,3,16,14,245 
2016,3,16,15,192 
2016,3,16,16,131 
2016,3,16,17,65 
2016,3,16,18,-5 
2016,3,16,19,-69 
2016,3,16,20,-112 
2016,3,16,21,-117 
2016,3,16,22,-70 
2016,3,16,23,25 
2016,3,17,0,151 
2016,3,17,1,285 
2016,3,17,2,406 
2016,3,17,3,504 
2016,3,17,4,578 
2016,3,17,5,623 
2016,3,17,6,633 
2016,3,17,7,604 
2016,3,17,8,546 
2016,3,17,9,476 
2016,3,17,10,412 
2016,3,17,11,368 
2016,3,17,12,343 
2016,3,17,13,325 
2016,3,17,14,301 
2016,3,17,15,259 
2016,3,17,16,198 
2016,3,17,17,125 
2016,3,17,18,48 
2016,3,17,19,-24 
2016,3,17,20,-78 
2016,3,17,21,-102 
2016,3,17,22,-86 
2016,3,17,23,-24 
2016,3,18,0,77 
2016,3,18,1,202 
2016,3,18,2,328 
2016,3,18,3,435 
2016,3,18,4,513 
2016,3,18,5,562 
2016,3,18,6,582 
2016,3,18,7,573 
2016,3,18,8,540 
2016,3,18,9,492 
2016,3,18,10,440 
2016,3,18,11,395 
2016,3,18,12,367 
2016,3,18,13,355 
2016,3,18,14,346 
2016,3,18,15,323 
2016,3,18,16,272 
2016,3,18,17,196 
2016,3,18,18,111 
2016,3,18,19,29 
2016,3,18,20,-34 
2016,3,18,21,-67 
2016,3,18,22,-66 
2016,3,18,23,-27 
2016,3,19,0,47 
2016,3,19,1,150 
2016,3,19,2,267 
2016,3,19,3,376 
2016,3,19,4,457 
2016,3,19,5,504 
2016,3,19,6,520 
2016,3,19,7,514 
2016,3,19,8,494 
2016,3,19,9,467 
2016,3,19,10,437 
2016,3,19,11,408 
2016,3,19,12,385 
2016,3,19,13,374 
2016,3,19,14,374 
2016,3,19,15,370 
2016,3,19,16,340 
2016,3,19,17,274 
2016,3,19,18,185 
2016,3,19,19,94 
2016,3,19,20,20 
2016,3,19,21,-24 
2016,3,19,22,-30 
2016,3,19,23,-2 
2016,3,20,0,54 
2016,3,20,1,133 
2016,3,20,2,231 
2016,3,20,3,334 
2016,3,20,4,418 
2016,3,20,5,463 
2016,3,20,6,471 
2016,3,20,7,455 
2016,3,20,8,432 
2016,3,20,9,411 
2016,3,20,10,398 
2016,3,20,11,389 
2016,3,20,12,382 
2016,3,20,13,378 
2016,3,20,14,383 
2016,3,20,15,392 
2016,3,20,16,386 
2016,3,20,17,344 
2016,3,20,18,266 
2016,3,20,19,172 
2016,3,20,20,87 
2016,3,20,21,31 
2016,3,20,22,15 
2016,3,20,23,36 
2016,3,21,0,84 
2016,3,21,1,147 
2016,3,21,2,224 
2016,3,21,3,311 
2016,3,21,4,391 
2016,3,21,5,439 
2016,3,21,6,443 
2016,3,21,7,414 
2016,3,21,8,376 
2016,3,21,9,347 
2016,3,21,10,335 
2016,3,21,11,340 
2016,3,21,12,352 
2016,3,21,13,362 
2016,3,21,14,373 
2016,3,21,15,388 
2016,3,21,16,400 
2016,3,21,17,387 
2016,3,21,18,335 
2016,3,21,19,253 
2016,3,21,20,166 
2016,3,21,21,101 
2016,3,21,22,72 
2016,3,21,23,84 
2016,3,22,0,126 
2016,3,22,1,182 
2016,3,22,2,243 
2016,3,22,3,309 
2016,3,22,4,377 
2016,3,22,5,424 
2016,3,22,6,431 
2016,3,22,7,395 
2016,3,22,8,340 
2016,3,22,9,293 
2016,3,22,10,269 
2016,3,22,11,272 
2016,3,22,12,296 
2016,3,22,13,324 
2016,3,22,14,346 
2016,3,22,15,366 
2016,3,22,16,385 
2016,3,22,17,395 
2016,3,22,18,375 
2016,3,22,19,319 
2016,3,22,20,245 
2016,3,22,21,179 
2016,3,22,22,141 
2016,3,22,23,141 
2016,3,23,0,175 
2016,3,23,1,227 
2016,3,23,2,280 
2016,3,23,3,329 
2016,3,23,4,378 
2016,3,23,5,417 
2016,3,23,6,425 
2016,3,23,7,391 
2016,3,23,8,325 
2016,3,23,9,258 
2016,3,23,10,214 
2016,3,23,11,204 
2016,3,23,12,225 
2016,3,23,13,264 
2016,3,23,14,302 
2016,3,23,15,329 
2016,3,23,16,353 
2016,3,23,17,374 
2016,3,23,18,379 
2016,3,23,19,356 
2016,3,23,20,306 
2016,3,23,21,251 
2016,3,23,22,214 
2016,3,23,23,206 
2016,3,24,0,230 
2016,3,24,1,277 
2016,3,24,2,327 
2016,3,24,3,366 
2016,3,24,4,398 
2016,3,24,5,422 
2016,3,24,6,426 
2016,3,24,7,394 
2016,3,24,8,326 
2016,3,24,9,246 
2016,3,24,10,180 
2016,3,24,11,148 
2016,3,24,12,155 
2016,3,24,13,193 
2016,3,24,14,242 
2016,3,24,15,281 
2016,3,24,16,309 
2016,3,24,17,334 
2016,3,24,18,355 
2016,3,24,19,359 
2016,3,24,20,339 
2016,3,24,21,306 
2016,3,24,22,279 
2016,3,24,23,271 
2016,3,25,0,288 
2016,3,25,1,328 
2016,3,25,2,375 
2016,3,25,3,411 
2016,3,25,4,432 
2016,3,25,5,440 
2016,3,25,6,436 
2016,3,25,7,404 
2016,3,25,8,339 
2016,3,25,9,252 
2016,3,25,10,169 
2016,3,25,11,114 
2016,3,25,12,98 
2016,3,25,13,122 
2016,3,25,14,171 
2016,3,25,15,220 
2016,3,25,16,256 
2016,3,25,17,284 
2016,3,25,18,311 
2016,3,25,19,334 
2016,3,25,20,342 
2016,3,25,21,335 
2016,3,25,22,325 
2016,3,25,23,326 
2016,3,26,0,343 
2016,3,26,1,376 
2016,3,26,2,419 
2016,3,26,3,456 
2016,3,26,4,472 
2016,3,26,5,469 
2016,3,26,6,454 
2016,3,26,7,421 
2016,3,26,8,361 
2016,3,26,9,275 
2016,3,26,10,183 
2016,3,26,11,107 
2016,3,26,12,66 
2016,3,26,13,66 
2016,3,26,14,101 
2016,3,26,15,151 
2016,3,26,16,194 
2016,3,26,17,225 
2016,3,26,18,254 
2016,3,26,19,287 
2016,3,26,20,317 
2016,3,26,21,336 
2016,3,26,22,349 
2016,3,26,23,364 
2016,3,27,0,388 
2016,3,27,1,421 
2016,3,27,2,459 
2016,3,27,3,494 
2016,3,27,4,511 
2016,3,27,5,503 
2016,3,27,6,478 
2016,3,27,7,441 
2016,3,27,8,387 
2016,3,27,9,308 
2016,3,27,10,216 
2016,3,27,11,128 
2016,3,27,12,64 
2016,3,27,13,37 
2016,3,27,14,47 
2016,3,27,15,84 
2016,3,27,16,126 
2016,3,27,17,160 
2016,3,27,18,189 
2016,3,27,19,225 
2016,3,27,20,268 
2016,3,27,21,310 
2016,3,27,22,347 
2016,3,27,23,382 
2016,3,28,0,419 
2016,3,28,1,457 
2016,3,28,2,495 
2016,3,28,3,528 
2016,3,28,4,546 
2016,3,28,5,538 
2016,3,28,6,506 
2016,3,28,7,462 
2016,3,28,8,411 
2016,3,28,9,344 
2016,3,28,10,260 
2016,3,28,11,171 
2016,3,28,12,94 
2016,3,28,13,42 
2016,3,28,14,23 
2016,3,28,15,35 
2016,3,28,16,64 
2016,3,28,17,94 
2016,3,28,18,121 
2016,3,28,19,153 
2016,3,28,20,201 
2016,3,28,21,260 
2016,3,28,22,319 
2016,3,28,23,375 
2016,3,29,0,429 
2016,3,29,1,479 
2016,3,29,2,523 
2016,3,29,3,556 
2016,3,29,4,575 
2016,3,29,5,570 
2016,3,29,6,537 
2016,3,29,7,487 
2016,3,29,8,432 
2016,3,29,9,375 
2016,3,29,10,307 
2016,3,29,11,227 
2016,3,29,12,147 
2016,3,29,13,79 
2016,3,29,14,35 
2016,3,29,15,17 
2016,3,29,16,21 
2016,3,29,17,38 
2016,3,29,18,57 
2016,3,29,19,83 
2016,3,29,20,126 
2016,3,29,21,190 
2016,3,29,22,266 
2016,3,29,23,344 
2016,3,30,0,418 
2016,3,30,1,484 
2016,3,30,2,537 
2016,3,30,3,576 
2016,3,30,4,598 
2016,3,30,5,596 
2016,3,30,6,567 
2016,3,30,7,515 
2016,3,30,8,456 
2016,3,30,9,401 
2016,3,30,10,347 
2016,3,30,11,284 
2016,3,30,12,214 
2016,3,30,13,143 
2016,3,30,14,80 
2016,3,30,15,34 
2016,3,30,16,9 
2016,3,30,17,1 
2016,3,30,18,6 
2016,3,30,19,23 
2016,3,30,20,56 
2016,3,30,21,114 
2016,3,30,22,196 
2016,3,30,23,290 
2016,3,31,0,383 
2016,3,31,1,467 
2016,3,31,2,535 
2016,3,31,3,583 
2016,3,31,4,609 
2016,3,31,5,612 
2016,3,31,6,589 
2016,3,31,7,542 
2016,3,31,8,483 
2016,3,31,9,426 
2016,3,31,10,379 
2016,3,31,11,335 
2016,3,31,12,283 
2016,3,31,13,222 
2016,3,31,14,155 
2016,3,31,15,88 
2016,3,31,16,32 
2016,3,31,17,-6 
2016,3,31,18,-25 
2016,3,31,19,-24 
2016,3,31,20,-2 
2016,3,31,21,45 
2016,3,31,22,122 
2016,3,31,23,222 
2016,4,1,0,330 
2016,4,1,1,431 
2016,4,1,2,515 
2016,4,1,3,574 
2016,4,1,4,606 
2016,4,1,5,613 
2016,4,1,6,596 
2016,4,1,7,557 
2016,4,1,8,505 
2016,4,1,9,451 
2016,4,1,10,407 
2016,4,1,11,375 
2016,4,1,12,344 
2016,4,1,13,304 
2016,4,1,14,248 
2016,4,1,15,175 
2016,4,1,16,96 
2016,4,1,17,24 
2016,4,1,18,-27 
2016,4,1,19,-50 
2016,4,1,20,-44 
2016,4,1,21,-9 
2016,4,1,22,56 
2016,4,1,23,151 
2016,4,2,0,265 
2016,4,2,1,381 
2016,4,2,2,481 
2016,4,2,3,553 
2016,4,2,4,591 
2016,4,2,5,597 
2016,4,2,6,579 
2016,4,2,7,545 
2016,4,2,8,501 
2016,4,2,9,457 
2016,4,2,10,421 
2016,4,2,11,398 
2016,4,2,12,386 
2016,4,2,13,373 
2016,4,2,14,344 
2016,4,2,15,286 
2016,4,2,16,200 
2016,4,2,17,102 
2016,4,2,18,15 
2016,4,2,19,-41 
2016,4,2,20,-60 
2016,4,2,21,-41 
2016,4,2,22,12 
2016,4,2,23,94 
2016,4,3,0,202 
2016,4,3,1,323 
2016,4,3,2,438 
2016,4,3,3,526 
2016,4,3,4,572 
2016,4,3,5,577 
2016,4,3,6,550 
2016,4,3,7,508 
2016,4,3,8,465 
2016,4,3,9,428 
2016,4,3,10,403 
2016,4,3,11,391 
2016,4,3,12,394 
2016,4,3,13,408 
2016,4,3,14,414 
2016,4,3,15,393 
2016,4,3,16,328 
2016,4,3,17,225 
2016,4,3,18,111 
2016,4,3,19,17 
2016,4,3,20,-36 
2016,4,3,21,-43 
2016,4,3,22,-6 
2016,4,3,23,63 
2016,4,4,0,157 
2016,4,4,1,270 
2016,4,4,2,389 
2016,4,4,3,493 
2016,4,4,4,555 
2016,4,4,5,563 
2016,4,4,6,525 
2016,4,4,7,465 
2016,4,4,8,406 
2016,4,4,9,363 
2016,4,4,10,341 
2016,4,4,11,340 
2016,4,4,12,357 
2016,4,4,13,390 
2016,4,4,14,430 
2016,4,4,15,456 
2016,4,4,16,440 
2016,4,4,17,367 
2016,4,4,18,253 
2016,4,4,19,133 
2016,4,4,20,43 
2016,4,4,21,3 
2016,4,4,22,13 
2016,4,4,23,64 
2016,4,5,0,142 
2016,4,5,1,237 
2016,4,5,2,345 
2016,4,5,3,454 
2016,4,5,4,535 
2016,4,5,5,559 
2016,4,5,6,519 
2016,4,5,7,438 
2016,4,5,8,351 
2016,4,5,9,283 
2016,4,5,10,248 
2016,4,5,11,246 
2016,4,5,12,270 
2016,4,5,13,314 
2016,4,5,14,375 
2016,4,5,15,442 
2016,4,5,16,487 
2016,4,5,17,477 
2016,4,5,18,403 
