anio,mes,dia,hora(utc),altura(mm)
2016,4,5,19,288 
2016,4,5,20,177 
2016,4,5,21,104 
2016,4,5,22,82 
2016,4,5,23,108 
2016,4,6,0,166 
2016,4,6,1,239 
2016,4,6,2,323 
2016,4,6,3,418 
2016,4,6,4,507 
2016,4,6,5,553 
2016,4,6,6,530 
2016,4,6,7,443 
2016,4,6,8,328 
2016,4,6,9,225 
2016,4,6,10,157 
2016,4,6,11,133 
2016,4,6,12,148 
2016,4,6,13,192 
2016,4,6,14,258 
2016,4,6,15,344 
2016,4,6,16,436 
2016,4,6,17,500 
2016,4,6,18,500 
2016,4,6,19,434 
2016,4,6,20,336 
2016,4,6,21,249 
2016,4,6,22,201 
2016,4,6,23,199 
2016,4,7,0,232 
2016,4,7,1,284 
2016,4,7,2,340 
2016,4,7,3,403 
2016,4,7,4,475 
2016,4,7,5,533 
2016,4,7,6,537 
2016,4,7,7,468 
2016,4,7,8,345 
2016,4,7,9,211 
2016,4,7,10,105 
2016,4,7,11,43 
2016,4,7,12,30 
2016,4,7,13,58 
2016,4,7,14,114 
2016,4,7,15,193 
2016,4,7,16,298 
2016,4,7,17,411 
2016,4,7,18,492 
2016,4,7,19,508 
2016,4,7,20,464 
2016,4,7,21,397 
2016,4,7,22,345 
2016,4,7,23,325 
2016,4,8,0,337 
2016,4,8,1,368 
2016,4,8,2,400 
2016,4,8,3,428 
2016,4,8,4,462 
2016,4,8,5,504 
2016,4,8,6,525 
2016,4,8,7,487 
2016,4,8,8,383 
2016,4,8,9,242 
2016,4,8,10,107 
2016,4,8,11,8 
2016,4,8,12,-42 
2016,4,8,13,-47 
2016,4,8,14,-15 
2016,4,8,15,41 
2016,4,8,16,125 
2016,4,8,17,243 
2016,4,8,18,371 
2016,4,8,19,468 
2016,4,8,20,505 
2016,4,8,21,494 
2016,4,8,22,467 
2016,4,8,23,453 
2016,4,9,0,458 
2016,4,9,1,476 
2016,4,9,2,493 
2016,4,9,3,496 
2016,4,9,4,489 
2016,4,9,5,490 
2016,4,9,6,497 
2016,4,9,7,481 
2016,4,9,8,412 
2016,4,9,9,292 
2016,4,9,10,153 
2016,4,9,11,32 
2016,4,9,12,-52 
2016,4,9,13,-91 
2016,4,9,14,-92 
2016,4,9,15,-67 
2016,4,9,16,-19 
2016,4,9,17,63 
2016,4,9,18,187 
2016,4,9,19,325 
2016,4,9,20,436 
2016,4,9,21,497 
2016,4,9,22,523 
2016,4,9,23,537 
2016,4,10,0,556 
2016,4,10,1,577 
2016,4,10,2,593 
2016,4,10,3,588 
2016,4,10,4,556 
2016,4,10,5,514 
2016,4,10,6,482 
2016,4,10,7,457 
2016,4,10,8,413 
2016,4,10,9,329 
2016,4,10,10,212 
2016,4,10,11,91 
2016,4,10,12,-8 
2016,4,10,13,-72 
2016,4,10,14,-102 
2016,4,10,15,-107 
2016,4,10,16,-96 
2016,4,10,17,-61 
2016,4,10,18,17 
2016,4,10,19,141 
2016,4,10,20,283 
2016,4,10,21,404 
2016,4,10,22,489 
2016,4,10,23,549 
2016,4,11,0,596 
2016,4,11,1,637 
2016,4,11,2,666 
2016,4,11,3,670 
2016,4,11,4,639 
2016,4,11,5,575 
2016,4,11,6,502 
2016,4,11,7,444 
2016,4,11,8,397 
2016,4,11,9,338 
2016,4,11,10,255 
2016,4,11,11,156 
2016,4,11,12,61 
2016,4,11,13,-12 
2016,4,11,14,-59 
2016,4,11,15,-85 
2016,4,11,16,-100 
2016,4,11,17,-103 
2016,4,11,18,-79 
2016,4,11,19,-7 
2016,4,11,20,114 
2016,4,11,21,254 
2016,4,11,22,382 
2016,4,11,23,486 
2016,4,12,0,568 
2016,4,12,1,635 
2016,4,12,2,686 
2016,4,12,3,712 
2016,4,12,4,700 
2016,4,12,5,644 
2016,4,12,6,554 
2016,4,12,7,462 
2016,4,12,8,389 
2016,4,12,9,332 
2016,4,12,10,274 
2016,4,12,11,205 
2016,4,12,12,130 
2016,4,12,13,63 
2016,4,12,14,11 
2016,4,12,15,-25 
2016,4,12,16,-54 
2016,4,12,17,-79 
2016,4,12,18,-93 
2016,4,12,19,-74 
2016,4,12,20,-5 
2016,4,12,21,111 
2016,4,12,22,247 
2016,4,12,23,377 
2016,4,13,0,488 
2016,4,13,1,579 
2016,4,13,2,650 
2016,4,13,3,698 
2016,4,13,4,713 
2016,4,13,5,682 
2016,4,13,6,606 
2016,4,13,7,503 
2016,4,13,8,406 
2016,4,13,9,333 
2016,4,13,10,279 
2016,4,13,11,233 
2016,4,13,12,184 
2016,4,13,13,133 
2016,4,13,14,86 
2016,4,13,15,47 
2016,4,13,16,13 
2016,4,13,17,-20 
2016,4,13,18,-51 
2016,4,13,19,-66 
2016,4,13,20,-45 
2016,4,13,21,24 
2016,4,13,22,135 
2016,4,13,23,263 
2016,4,14,0,388 
2016,4,14,1,494 
2016,4,14,2,578 
2016,4,14,3,639 
2016,4,14,4,673 
2016,4,14,5,670 
2016,4,14,6,622 
2016,4,14,7,537 
2016,4,14,8,437 
2016,4,14,9,349 
2016,4,14,10,288 
2016,4,14,11,249 
2016,4,14,12,220 
2016,4,14,13,191 
2016,4,14,14,157 
2016,4,14,15,120 
2016,4,14,16,83 
2016,4,14,17,47 
2016,4,14,18,11 
2016,4,14,19,-17 
2016,4,14,20,-23 
2016,4,14,21,6 
2016,4,14,22,78 
2016,4,14,23,183 
2016,4,15,0,301 
2016,4,15,1,412 
2016,4,15,2,500 
2016,4,15,3,564 
2016,4,15,4,603 
2016,4,15,5,614 
2016,4,15,6,591 
2016,4,15,7,533 
2016,4,15,8,452 
2016,4,15,9,368 
2016,4,15,10,302 
2016,4,15,11,262 
2016,4,15,12,243 
2016,4,15,13,234 
2016,4,15,14,219 
2016,4,15,15,192 
2016,4,15,16,154 
2016,4,15,17,114 
2016,4,15,18,75 
2016,4,15,19,43 
2016,4,15,20,27 
2016,4,15,21,36 
2016,4,15,22,78 
2016,4,15,23,152 
2016,4,16,0,250 
2016,4,16,1,352 
2016,4,16,2,440 
2016,4,16,3,501 
2016,4,16,4,534 
2016,4,16,5,542 
2016,4,16,6,526 
2016,4,16,7,487 
2016,4,16,8,430 
2016,4,16,9,366 
2016,4,16,10,308 
2016,4,16,11,270 
2016,4,16,12,255 
2016,4,16,13,258 
2016,4,16,14,265 
2016,4,16,15,257 
2016,4,16,16,227 
2016,4,16,17,184 
2016,4,16,18,140 
2016,4,16,19,103 
2016,4,16,20,82 
2016,4,16,21,84 
2016,4,16,22,111 
2016,4,16,23,164 
2016,4,17,0,238 
2016,4,17,1,324 
2016,4,17,2,405 
2016,4,17,3,463 
2016,4,17,4,489 
2016,4,17,5,484 
2016,4,17,6,458 
2016,4,17,7,420 
2016,4,17,8,375 
2016,4,17,9,329 
2016,4,17,10,290 
2016,4,17,11,263 
2016,4,17,12,253 
2016,4,17,13,264 
2016,4,17,14,287 
2016,4,17,15,303 
2016,4,17,16,295 
2016,4,17,17,259 
2016,4,17,18,211 
2016,4,17,19,168 
2016,4,17,20,140 
2016,4,17,21,137 
2016,4,17,22,158 
2016,4,17,23,201 
2016,4,18,0,258 
2016,4,18,1,324 
2016,4,18,2,393 
2016,4,18,3,447 
2016,4,18,4,469 
2016,4,18,5,454 
2016,4,18,6,410 
2016,4,18,7,357 
2016,4,18,8,306 
2016,4,18,9,267 
2016,4,18,10,242 
2016,4,18,11,232 
2016,4,18,12,234 
2016,4,18,13,252 
2016,4,18,14,285 
2016,4,18,15,321 
2016,4,18,16,340 
2016,4,18,17,327 
2016,4,18,18,287 
2016,4,18,19,240 
2016,4,18,20,206 
2016,4,18,21,194 
2016,4,18,22,209 
2016,4,18,23,247 
2016,4,19,0,295 
2016,4,19,1,347 
2016,4,19,2,400 
2016,4,19,3,446 
2016,4,19,4,467 
2016,4,19,5,448 
2016,4,19,6,392 
2016,4,19,7,317 
2016,4,19,8,248 
2016,4,19,9,200 
2016,4,19,10,177 
2016,4,19,11,177 
2016,4,19,12,194 
2016,4,19,13,221 
2016,4,19,14,261 
2016,4,19,15,310 
2016,4,19,16,353 
2016,4,19,17,370 
2016,4,19,18,352 
2016,4,19,19,314 
2016,4,19,20,277 
2016,4,19,21,258 
2016,4,19,22,265 
2016,4,19,23,296 
2016,4,20,0,341 
2016,4,20,1,385 
2016,4,20,2,424 
2016,4,20,3,457 
2016,4,20,4,473 
2016,4,20,5,456 
2016,4,20,6,396 
2016,4,20,7,305 
2016,4,20,8,213 
2016,4,20,9,145 
2016,4,20,10,110 
2016,4,20,11,110 
2016,4,20,12,135 
2016,4,20,13,175 
2016,4,20,14,221 
2016,4,20,15,276 
2016,4,20,16,334 
2016,4,20,17,378 
2016,4,20,18,391 
2016,4,20,19,374 
2016,4,20,20,345 
2016,4,20,21,325 
2016,4,20,22,325 
2016,4,20,23,349 
2016,4,21,0,389 
2016,4,21,1,429 
2016,4,21,2,460 
2016,4,21,3,480 
2016,4,21,4,488 
2016,4,21,5,470 
2016,4,21,6,412 
2016,4,21,7,316 
2016,4,21,8,205 
2016,4,21,9,112 
2016,4,21,10,56 
2016,4,21,11,43 
2016,4,21,12,67 
2016,4,21,13,114 
2016,4,21,14,170 
2016,4,21,15,229 
2016,4,21,16,293 
2016,4,21,17,355 
2016,4,21,18,397 
2016,4,21,19,409 
2016,4,21,20,399 
2016,4,21,21,386 
2016,4,21,22,385 
2016,4,21,23,403 
2016,4,22,0,437 
2016,4,22,1,475 
2016,4,22,2,502 
2016,4,22,3,513 
2016,4,22,4,510 
2016,4,22,5,489 
2016,4,22,6,435 
2016,4,22,7,340 
2016,4,22,8,220 
2016,4,22,9,106 
2016,4,22,10,24 
2016,4,22,11,-11 
2016,4,22,12,0 
2016,4,22,13,46 
2016,4,22,14,107 
2016,4,22,15,171 
2016,4,22,16,238 
2016,4,22,17,309 
2016,4,22,18,373 
2016,4,22,19,413 
2016,4,22,20,428 
2016,4,22,21,430 
2016,4,22,22,437 
2016,4,22,23,454 
2016,4,23,0,483 
2016,4,23,1,517 
2016,4,23,2,543 
2016,4,23,3,550 
2016,4,23,4,539 
2016,4,23,5,512 
2016,4,23,6,461 
2016,4,23,7,373 
2016,4,23,8,253 
2016,4,23,9,126 
2016,4,23,10,21 
2016,4,23,11,-41 
2016,4,23,12,-53 
2016,4,23,13,-21 
2016,4,23,14,39 
2016,4,23,15,107 
2016,4,23,16,174 
2016,4,23,17,247 
2016,4,23,18,323 
2016,4,23,19,388 
2016,4,23,20,430 
2016,4,23,21,453 
2016,4,23,22,473 
2016,4,23,23,496 
2016,4,24,0,525 
2016,4,24,1,555 
2016,4,24,2,580 
2016,4,24,3,586 
2016,4,24,4,570 
2016,4,24,5,536 
2016,4,24,6,486 
2016,4,24,7,408 
2016,4,24,8,298 
2016,4,24,9,168 
2016,4,24,10,47 
2016,4,24,11,-39 
2016,4,24,12,-79 
2016,4,24,13,-71 
2016,4,24,14,-25 
2016,4,24,15,39 
2016,4,24,16,106 
2016,4,24,17,176 
2016,4,24,18,256 
2016,4,24,19,337 
2016,4,24,20,404 
2016,4,24,21,452 
2016,4,24,22,489 
2016,4,24,23,524 
2016,4,25,0,559 
2016,4,25,1,589 
2016,4,25,2,611 
2016,4,25,3,618 
2016,4,25,4,601 
2016,4,25,5,561 
2016,4,25,6,507 
2016,4,25,7,437 
2016,4,25,8,342 
2016,4,25,9,223 
2016,4,25,10,99 
2016,4,25,11,-5 
2016,4,25,12,-70 
2016,4,25,13,-91 
2016,4,25,14,-70 
2016,4,25,15,-20 
2016,4,25,16,41 
2016,4,25,17,105 
2016,4,25,18,178 
2016,4,25,19,264 
2016,4,25,20,351 
2016,4,25,21,424 
2016,4,25,22,483 
2016,4,25,23,534 
2016,4,26,0,579 
2016,4,26,1,615 
2016,4,26,2,638 
2016,4,26,3,646 
2016,4,26,4,630 
2016,4,26,5,588 
2016,4,26,6,527 
2016,4,26,7,458 
2016,4,26,8,378 
2016,4,26,9,278 
2016,4,26,10,164 
2016,4,26,11,55 
2016,4,26,12,-28 
2016,4,26,13,-74 
2016,4,26,14,-82 
2016,4,26,15,-57 
2016,4,26,16,-11 
2016,4,26,17,42 
2016,4,26,18,104 
2016,4,26,19,183 
2016,4,26,20,276 
2016,4,26,21,369 
2016,4,26,22,451 
2016,4,26,23,521 
2016,4,27,0,581 
2016,4,27,1,627 
2016,4,27,2,657 
2016,4,27,3,667 
2016,4,27,4,655 
2016,4,27,5,615 
2016,4,27,6,551 
2016,4,27,7,476 
2016,4,27,8,402 
2016,4,27,9,321 
2016,4,27,10,228 
2016,4,27,11,129 
2016,4,27,12,41 
2016,4,27,13,-23 
2016,4,27,14,-58 
2016,4,27,15,-62 
2016,4,27,16,-39 
2016,4,27,17,-1 
2016,4,27,18,47 
2016,4,27,19,110 
2016,4,27,20,195 
2016,4,27,21,295 
2016,4,27,22,396 
2016,4,27,23,486 
2016,4,28,0,562 
2016,4,28,1,622 
2016,4,28,2,661 
2016,4,28,3,677 
2016,4,28,4,671 
2016,4,28,5,637 
2016,4,28,6,576 
2016,4,28,7,498 
2016,4,28,8,421 
2016,4,28,9,352 
2016,4,28,10,281 
2016,4,28,11,204 
2016,4,28,12,125 
2016,4,28,13,54 
2016,4,28,14,1 
2016,4,28,15,-30 
2016,4,28,16,-36 
2016,4,28,17,-20 
2016,4,28,18,12 
2016,4,28,19,59 
2016,4,28,20,126 
2016,4,28,21,219 
2016,4,28,22,326 
2016,4,28,23,432 
2016,4,29,0,525 
2016,4,29,1,598 
2016,4,29,2,647 
2016,4,29,3,671 
2016,4,29,4,669 
2016,4,29,5,643 
2016,4,29,6,590 
2016,4,29,7,517 
2016,4,29,8,439 
2016,4,29,9,372 
2016,4,29,10,317 
2016,4,29,11,266 
2016,4,29,12,209 
2016,4,29,13,148 
2016,4,29,14,88 
2016,4,29,15,37 
2016,4,29,16,3 
2016,4,29,17,-8 
2016,4,29,18,4 
2016,4,29,19,34 
2016,4,29,20,84 
2016,4,29,21,159 
2016,4,29,22,259 
2016,4,29,23,371 
2016,4,30,0,477 
2016,4,30,1,563 
2016,4,30,2,622 
2016,4,30,3,650 
2016,4,30,4,650 
2016,4,30,5,625 
2016,4,30,6,579 
2016,4,30,7,516 
2016,4,30,8,445 
2016,4,30,9,381 
2016,4,30,10,335 
2016,4,30,11,305 
2016,4,30,12,278 
2016,4,30,13,243 
2016,4,30,14,195 
2016,4,30,15,137 
2016,4,30,16,81 
2016,4,30,17,41 
2016,4,30,18,25 
2016,4,30,19,36 
2016,4,30,20,71 
2016,4,30,21,129 
2016,4,30,22,212 
2016,4,30,23,316 
2016,5,1,0,427 
2016,5,1,1,525 
2016,5,1,2,594 
2016,5,1,3,627 
2016,5,1,4,624 
2016,5,1,5,593 
2016,5,1,6,544 
2016,5,1,7,484 
2016,5,1,8,422 
2016,5,1,9,367 
2016,5,1,10,329 
2016,5,1,11,313 
2016,5,1,12,314 
2016,5,1,13,315 
2016,5,1,14,299 
2016,5,1,15,256 
2016,5,1,16,194 
2016,5,1,17,130 
2016,5,1,18,85 
2016,5,1,19,69 
2016,5,1,20,84 
2016,5,1,21,128 
2016,5,1,22,194 
2016,5,1,23,282 
2016,5,2,0,386 
2016,5,2,1,488 
2016,5,2,2,569 
2016,5,2,3,610 
2016,5,2,4,604 
2016,5,2,5,560 
2016,5,2,6,494 
2016,5,2,7,423 
2016,5,2,8,358 
2016,5,2,9,309 
2016,5,2,10,281 
2016,5,2,11,277 
2016,5,2,12,299 
2016,5,2,13,336 
2016,5,2,14,367 
2016,5,2,15,368 
2016,5,2,16,328 
2016,5,2,17,261 
2016,5,2,18,193 
2016,5,2,19,147 
2016,5,2,20,135 
2016,5,2,21,159 
2016,5,2,22,211 
2016,5,2,23,282 
2016,5,3,0,367 
2016,5,3,1,461 
2016,5,3,2,548 
2016,5,3,3,602 
2016,5,3,4,603 
2016,5,3,5,550 
2016,5,3,6,460 
2016,5,3,7,360 
2016,5,3,8,275 
2016,5,3,9,216 
2016,5,3,10,189 
2016,5,3,11,193 
2016,5,3,12,227 
2016,5,3,13,290 
2016,5,3,14,365 
2016,5,3,15,425 
2016,5,3,16,441 
2016,5,3,17,405 
2016,5,3,18,337 
2016,5,3,19,270 
2016,5,3,20,231 
2016,5,3,21,228 
2016,5,3,22,260 
2016,5,3,23,315 
2016,5,4,0,380 
2016,5,4,1,454 
2016,5,4,2,531 
2016,5,4,3,594 
2016,5,4,4,613 
2016,5,4,5,567 
2016,5,4,6,462 
2016,5,4,7,331 
2016,5,4,8,208 
2016,5,4,9,118 
2016,5,4,10,73 
2016,5,4,11,71 
2016,5,4,12,108 
2016,5,4,13,179 
2016,5,4,14,279 
2016,5,4,15,391 
2016,5,4,16,478 
2016,5,4,17,509 
2016,5,4,18,481 
2016,5,4,19,420 
2016,5,4,20,364 
2016,5,4,21,337 
2016,5,4,22,345 
2016,5,4,23,380 
2016,5,5,0,426 
2016,5,5,1,475 
2016,5,5,2,528 
2016,5,5,3,583 
2016,5,5,4,617 
2016,5,5,5,594 
2016,5,5,6,499 
2016,5,5,7,350 
2016,5,5,8,191 
2016,5,5,9,58 
2016,5,5,10,-25 
2016,5,5,11,-54 
2016,5,5,12,-32 
2016,5,5,13,32 
2016,5,5,14,133 
2016,5,5,15,266 
2016,5,5,16,410 
2016,5,5,17,520 
2016,5,5,18,566 
2016,5,5,19,551 
2016,5,5,20,507 
2016,5,5,21,470 
2016,5,5,22,458 
2016,5,5,23,473 
2016,5,6,0,501 
2016,5,6,1,529 
2016,5,6,2,552 
2016,5,6,3,579 
2016,5,6,4,607 
2016,5,6,5,607 
2016,5,6,6,542 
2016,5,6,7,406 
2016,5,6,8,231 
2016,5,6,9,62 
2016,5,6,10,-65 
2016,5,6,11,-136 
2016,5,6,12,-147 
2016,5,6,13,-108 
2016,5,6,14,-28 
2016,5,6,15,93 
2016,5,6,16,251 
2016,5,6,17,418 
2016,5,6,18,546 
2016,5,6,19,607 
2016,5,6,20,610 
2016,5,6,21,591 
2016,5,6,22,577 
2016,5,6,23,580 
2016,5,7,0,595 
2016,5,7,1,607 
2016,5,7,2,607 
2016,5,7,3,599 
2016,5,7,4,598 
2016,5,7,5,597 
2016,5,7,6,563 
2016,5,7,7,463 
2016,5,7,8,304 
2016,5,7,9,123 
2016,5,7,10,-36 
2016,5,7,11,-146 
2016,5,7,12,-200 
2016,5,7,13,-197 
2016,5,7,14,-151 
2016,5,7,15,-66 
2016,5,7,16,65 
2016,5,7,17,237 
2016,5,7,18,417 
2016,5,7,19,555 
2016,5,7,20,630 
2016,5,7,21,656 
2016,5,7,22,664 
2016,5,7,23,673 
2016,5,8,0,684 
2016,5,8,1,692 
2016,5,8,2,682 
2016,5,8,3,650 
2016,5,8,4,612 
2016,5,8,5,583 
2016,5,8,6,553 
2016,5,8,7,489 
2016,5,8,8,370 
2016,5,8,9,209 
2016,5,8,10,44 
2016,5,8,11,-90 
2016,5,8,12,-178 
2016,5,8,13,-214 
2016,5,8,14,-204 
2016,5,8,15,-160 
2016,5,8,16,-78 
2016,5,8,17,53 
2016,5,8,18,229 
2016,5,8,19,409 
2016,5,8,20,550 
2016,5,8,21,637 
2016,5,8,22,686 
2016,5,8,23,719 
2016,5,9,0,743 
2016,5,9,1,757 
2016,5,9,2,752 
2016,5,9,3,717 
2016,5,9,4,655 
2016,5,9,5,589 
2016,5,9,6,535 
2016,5,9,7,482 
2016,5,9,8,401 
2016,5,9,9,280 
2016,5,9,10,137 
2016,5,9,11,2 
2016,5,9,12,-101 
2016,5,9,13,-163 
2016,5,9,14,-185 
2016,5,9,15,-175 
2016,5,9,16,-139 
2016,5,9,17,-65 
2016,5,9,18,62 
2016,5,9,19,230 
2016,5,9,20,402 
2016,5,9,21,540 
2016,5,9,22,636 
2016,5,9,23,701 
2016,5,10,0,749 
2016,5,10,1,780 
2016,5,10,2,790 
2016,5,10,3,769 
2016,5,10,4,709 
2016,5,10,5,622 
2016,5,10,6,535 
2016,5,10,7,464 
2016,5,10,8,398 
2016,5,10,9,315 
2016,5,10,10,209 
2016,5,10,11,96 
2016,5,10,12,-4 
2016,5,10,13,-75 
2016,5,10,14,-114 
2016,5,10,15,-127 
2016,5,10,16,-121 
2016,5,10,17,-94 
2016,5,10,18,-28 
2016,5,10,19,90 
2016,5,10,20,245 
2016,5,10,21,401 
2016,5,10,22,531 
2016,5,10,23,630 
2016,5,11,0,701 
2016,5,11,1,752 
2016,5,11,2,781 
2016,5,11,3,782 
2016,5,11,4,744 
2016,5,11,5,663 
2016,5,11,6,559 
2016,5,11,7,462 
2016,5,11,8,385 
2016,5,11,9,318 
2016,5,11,10,246 
2016,5,11,11,166 
2016,5,11,12,86 
2016,5,11,13,20 
2016,5,11,14,-24 
2016,5,11,15,-47 
2016,5,11,16,-55 
2016,5,11,17,-52 
2016,5,11,18,-30 
2016,5,11,19,30 
2016,5,11,20,137 
2016,5,11,21,275 
2016,5,11,22,413 
2016,5,11,23,531 
2016,5,12,0,622 
2016,5,12,1,686 
2016,5,12,2,729 
2016,5,12,3,748 
2016,5,12,4,735 
2016,5,12,5,680 
2016,5,12,6,585 
2016,5,12,7,476 
2016,5,12,8,381 
2016,5,12,9,310 
2016,5,12,10,256 
2016,5,12,11,206 
2016,5,12,12,154 
2016,5,12,13,105 
2016,5,12,14,65 
2016,5,12,15,39 
2016,5,12,16,26 
2016,5,12,17,21 
2016,5,12,18,24 
2016,5,12,19,46 
2016,5,12,20,104 
2016,5,12,21,201 
2016,5,12,22,321 
2016,5,12,23,440 
2016,5,13,0,539 
2016,5,13,1,611 
2016,5,13,2,657 
2016,5,13,3,683 
2016,5,13,4,685 
2016,5,13,5,654 
2016,5,13,6,585 
2016,5,13,7,486 
2016,5,13,8,385 
2016,5,13,9,305 
2016,5,13,10,253 
2016,5,13,11,220 
2016,5,13,12,196 
2016,5,13,13,171 
2016,5,13,14,145 
2016,5,13,15,121 
2016,5,13,16,106 
2016,5,13,17,99 
2016,5,13,18,97 
2016,5,13,19,104 
2016,5,13,20,131 
2016,5,13,21,189 
2016,5,13,22,277 
2016,5,13,23,380 
2016,5,14,0,476 
2016,5,14,1,549 
2016,5,14,2,593 
2016,5,14,3,613 
2016,5,14,4,615 
2016,5,14,5,594 
2016,5,14,6,546 
2016,5,14,7,469 
2016,5,14,8,380 
2016,5,14,9,300 
2016,5,14,10,245 
2016,5,14,11,219 
2016,5,14,12,214 
2016,5,14,13,216 
2016,5,14,14,211 
2016,5,14,15,198 
2016,5,14,16,183 
2016,5,14,17,174 
2016,5,14,18,170 
2016,5,14,19,173 
2016,5,14,20,188 
2016,5,14,21,223 
2016,5,14,22,282 
2016,5,14,23,360 
2016,5,15,0,443 
2016,5,15,1,512 
2016,5,15,2,554 
2016,5,15,3,565 
2016,5,15,4,553 
2016,5,15,5,526 
2016,5,15,6,482 
2016,5,15,7,421 
2016,5,15,8,349 
2016,5,15,9,279 
2016,5,15,10,229 
2016,5,15,11,206 
2016,5,15,12,212 
2016,5,15,13,235 
2016,5,15,14,257 
2016,5,15,15,265 
2016,5,15,16,258 
2016,5,15,17,248 
2016,5,15,18,241 
2016,5,15,19,241 
2016,5,15,20,251 
2016,5,15,21,276 
2016,5,15,22,317 
2016,5,15,23,374 
2016,5,16,0,439 
2016,5,16,1,499 
2016,5,16,2,539 
2016,5,16,3,546 
2016,5,16,4,521 
2016,5,16,5,475 
2016,5,16,6,418 
2016,5,16,7,356 
2016,5,16,8,293 
2016,5,16,9,237 
2016,5,16,10,196 
2016,5,16,11,180 
2016,5,16,12,192 
2016,5,16,13,228 
2016,5,16,14,274 
2016,5,16,15,311 
2016,5,16,16,325 
2016,5,16,17,322 
2016,5,16,18,313 
2016,5,16,19,309 
2016,5,16,20,315 
2016,5,16,21,333 
2016,5,16,22,366 
2016,5,16,23,409 
2016,5,17,0,459 
2016,5,17,1,507 
2016,5,17,2,541 
2016,5,17,3,547 
2016,5,17,4,517 
2016,5,17,5,455 
2016,5,17,6,377 
2016,5,17,7,299 
2016,5,17,8,230 
2016,5,17,9,177 
2016,5,17,10,146 
2016,5,17,11,138 
2016,5,17,12,156 
2016,5,17,13,200 
2016,5,17,14,262 
2016,5,17,15,325 
2016,5,17,16,369 
2016,5,17,17,386 
2016,5,17,18,384 
2016,5,17,19,379 
2016,5,17,20,379 
2016,5,17,21,392 
2016,5,17,22,418 
2016,5,17,23,454 
2016,5,18,0,492 
2016,5,18,1,528 
2016,5,18,2,555 
2016,5,18,3,561 
2016,5,18,4,532 
2016,5,18,5,463 
2016,5,18,6,366 
2016,5,18,7,265 
2016,5,18,8,178 
2016,5,18,9,116 
2016,5,18,10,84 
2016,5,18,11,82 
2016,5,18,12,106 
2016,5,18,13,154 
2016,5,18,14,225 
2016,5,18,15,306 
2016,5,18,16,379 
2016,5,18,17,426 
2016,5,18,18,444 
2016,5,18,19,445 
2016,5,18,20,445 
2016,5,18,21,452 
2016,5,18,22,472 
2016,5,18,23,502 
2016,5,19,0,533 
2016,5,19,1,560 
2016,5,19,2,578 
2016,5,19,3,580 
2016,5,19,4,555 
2016,5,19,5,488 
2016,5,19,6,383 
2016,5,19,7,260 
2016,5,19,8,149 
2016,5,19,9,68 
2016,5,19,10,24 
2016,5,19,11,19 
2016,5,19,12,46 
2016,5,19,13,98 
2016,5,19,14,172 
2016,5,19,15,262 
2016,5,19,16,356 
2016,5,19,17,433 
2016,5,19,18,479 
2016,5,19,19,497 
2016,5,19,20,503 
2016,5,19,21,511 
2016,5,19,22,526 
2016,5,19,23,550 
2016,5,20,0,577 
2016,5,20,1,597 
2016,5,20,2,607 
2016,5,20,3,604 
2016,5,20,4,581 
2016,5,20,5,521 
2016,5,20,6,417 
2016,5,20,7,283 
2016,5,20,8,148 
2016,5,20,9,42 
2016,5,20,10,-23 
2016,5,20,11,-41 
2016,5,20,12,-19 
2016,5,20,13,34 
2016,5,20,14,109 
2016,5,20,15,202 
2016,5,20,16,307 
2016,5,20,17,408 
2016,5,20,18,483 
2016,5,20,19,527 
2016,5,20,20,548 
2016,5,20,21,562 
2016,5,20,22,577 
2016,5,20,23,597 
2016,5,21,0,619 
2016,5,21,1,635 
2016,5,21,2,639 
2016,5,21,3,630 
2016,5,21,4,606 
2016,5,21,5,554 
2016,5,21,6,460 
2016,5,21,7,326 
2016,5,21,8,176 
2016,5,21,9,44 
2016,5,21,10,-46 
2016,5,21,11,-87 
2016,5,21,12,-79 
2016,5,21,13,-32 
2016,5,21,14,40 
2016,5,21,15,131 
2016,5,21,16,239 
2016,5,21,17,355 
2016,5,21,18,457 
2016,5,21,19,529 
2016,5,21,20,572 
2016,5,21,21,598 
2016,5,21,22,620 
2016,5,21,23,640 
2016,5,22,0,659 
2016,5,22,1,672 
2016,5,22,2,672 
2016,5,22,3,657 
2016,5,22,4,629 
2016,5,22,5,583 
2016,5,22,6,503 
2016,5,22,7,381 
2016,5,22,8,228 
2016,5,22,9,79 
2016,5,22,10,-38 
2016,5,22,11,-106 
2016,5,22,12,-123 
2016,5,22,13,-92 
2016,5,22,14,-28 
2016,5,22,15,57 
2016,5,22,16,160 
2016,5,22,17,280 
2016,5,22,18,402 
2016,5,22,19,503 
2016,5,22,20,571 
2016,5,22,21,616 
2016,5,22,22,649 
2016,5,22,23,676 
2016,5,23,0,694 
2016,5,23,1,705 
2016,5,23,2,703 
2016,5,23,3,684 
2016,5,23,4,650 
2016,5,23,5,604 
2016,5,23,6,537 
2016,5,23,7,434 
2016,5,23,8,294 
2016,5,23,9,140 
2016,5,23,10,4 
2016,5,23,11,-91 
2016,5,23,12,-135 
2016,5,23,13,-130 
2016,5,23,14,-84 
2016,5,23,15,-10 
2016,5,23,16,81 
2016,5,23,17,194 
2016,5,23,18,323 
2016,5,23,19,446 
2016,5,23,20,543 
2016,5,23,21,611 
